segment_id_SEG-00313,segment_id_SEG-00483,segment_id_SEG-02129,land_use_Green,land_use_Institutional,land_use_Residential,land_use_Water,storm_drain_type_GratedInlet,storm_drain_type_Manhole,storm_drain_type_OpenChannel,storm_drain_proximity_m
False,False,False,True,False,False,False,False,False,True,104.3
False,False,False,False,False,False,False,True,False,False,29.7
False,False,False,False,False,True,False,False,True,False,52.5
False,False,False,False,False,False,False,True,False,False,40.1
False,False,False,False,False,False,False,False,False,True,5.5
False,False,False,False,False,True,False,False,False,False,46.1
False,False,False,False,False,True,False,False,False,False,164.6
False,False,False,False,False,False,False,True,False,False,47.1
False,False,False,False,False,False,False,True,False,False,61.8
False,False,False,False,False,False,False,True,False,False,30.4
False,False,False,False,False,False,False,False,False,True,68.1
False,False,False,False,False,True,False,True,False,False,57.4
False,False,False,False,False,False,False,False,True,False,12.7
False,False,False,False,False,True,False,False,False,True,205.3
False,False,False,False,False,False,False,True,False,False,60.4
False,False,False,False,False,True,False,False,True,False,138.1
False,False,False,False,False,False,False,False,True,False,85.9
False,False,False,False,False,False,False,False,False,True,199.5
False,False,False,False,False,False,False,False,False,False,58.4
False,False,False,False,False,True,False,False,True,False,39.8
False,False,False,False,False,False,False,False,False,False,94.5
False,False,False,True,False,False,False,False,False,False,221.3
False,False,False,False,False,True,False,False,True,False,31.3
False,False,False,False,False,False,False,True,False,False,102.2
False,False,False,False,False,True,False,False,False,True,39.1
False,False,False,False,False,False,True,False,False,False,183.8
False,False,False,False,False,True,False,False,True,False,179.6
False,False,False,False,False,False,False,False,True,False,71.1
False,False,False,False,False,True,False,False,False,True,177.0
False,False,False,False,False,False,False,False,False,False,40.5
False,False,False,False,False,False,False,True,False,False,62.5
False,False,False,False,False,True,False,False,True,False,69.2
False,False,False,False,False,True,False,False,True,False,141.6
False,False,False,False,False,False,False,False,True,False,28.8
False,False,False,False,False,False,False,False,False,False,85.6
False,False,False,False,True,False,False,False,False,False,184.3
False,False,False,False,False,False,False,False,False,True,16.5
False,False,False,False,False,False,False,False,False,False,138.1
False,False,False,False,False,False,False,False,False,False,61.4
False,False,False,False,False,True,False,False,True,False,111.0
False,False,False,False,False,False,False,False,False,False,89.1
False,False,False,False,False,False,False,False,False,False,26.6
False,False,False,False,False,True,False,True,False,False,51.8
False,False,False,False,False,False,False,False,False,True,365.9
False,False,False,True,False,False,False,False,True,False,276.0
False,False,False,True,False,False,False,False,False,False,107.5
False,False,False,False,False,False,False,False,False,True,388.0
False,False,False,False,False,True,False,False,True,False,63.1
False,False,False,False,False,False,False,False,False,True,305.3
False,False,False,False,False,True,False,False,True,False,62.9
False,False,False,False,False,True,False,False,False,True,405.7
False,False,False,False,False,False,False,False,False,True,217.9
False,False,False,False,False,False,False,False,False,False,530.4
False,False,False,False,False,False,False,False,True,False,96.5
False,False,False,False,False,False,False,True,False,False,38.8
False,False,False,False,False,False,False,False,False,False,81.6
False,False,False,False,False,False,False,False,True,False,33.4
False,False,False,False,False,False,False,False,True,False,110.3
False,False,False,False,False,False,False,True,False,False,68.9
False,False,False,False,False,False,False,True,False,False,61.0
False,False,False,False,False,False,False,True,False,False,189.2
False,False,False,True,False,False,False,False,False,False,491.4
False,False,False,False,False,True,False,False,False,False,155.2
False,False,False,False,False,True,False,False,True,False,59.6
False,False,False,False,False,True,False,False,True,False,79.0
False,False,False,False,False,False,False,False,False,False,15.3
False,False,False,False,False,False,False,True,False,False,34.3
False,False,False,False,False,False,False,False,False,False,67.8
False,False,False,True,False,False,False,False,False,False,121.4
False,False,False,False,False,True,False,False,False,True,117.9
False,False,False,False,False,True,False,False,True,False,15.8
False,False,False,False,False,False,False,True,False,False,37.9
False,False,False,False,False,False,False,False,False,False,148.9
False,False,False,False,False,False,False,False,True,False,32.6
False,False,False,False,False,True,False,False,False,False,57.6
False,False,False,False,False,True,False,False,True,False,58.9
False,False,False,False,False,False,False,False,False,False,103.1
False,False,False,False,False,True,False,False,False,True,121.9
False,False,False,False,False,False,False,False,True,False,43.5
False,False,False,False,False,False,False,False,False,False,35.8
False,False,False,False,False,False,False,True,False,False,101.2
False,False,False,False,False,False,False,True,False,False,139.3
False,False,False,False,False,False,False,False,True,False,60.5
False,False,False,False,False,False,False,False,False,False,43.6
False,False,False,False,False,True,False,True,False,False,47.1
False,False,False,False,False,True,False,False,False,True,62.4
False,False,False,False,False,True,False,False,False,False,60.5
False,False,False,False,True,False,False,False,False,True,72.2
False,False,False,False,False,False,True,False,True,False,146.5
False,False,False,False,False,True,False,False,False,False,275.4
False,False,False,False,False,False,False,False,False,False,16.9
False,False,False,False,False,True,False,True,False,False,37.9
False,False,False,False,False,True,False,False,False,False,99.6
False,False,False,False,True,False,False,True,False,False,162.8
False,False,False,False,False,True,False,False,False,False,37.1
False,False,False,False,False,True,False,False,False,False,154.3
False,False,False,False,False,True,False,False,True,False,87.4
False,False,False,False,False,False,False,False,False,False,6.8
False,False,False,False,False,True,False,False,True,False,15.7
False,False,False,False,False,False,False,False,True,False,32.3
False,False,False,False,False,False,False,False,False,False,50.8
False,False,False,False,False,False,False,True,False,False,32.2
False,False,False,True,False,False,False,False,False,True,261.5
False,False,False,False,False,False,False,False,False,True,354.4
False,False,False,False,False,False,False,False,False,False,157.1
False,False,False,False,False,True,False,False,False,False,128.4
False,False,False,False,True,False,False,False,True,False,235.3
False,False,False,False,False,False,False,False,False,False,128.7
False,False,False,False,False,False,False,False,False,True,356.6
False,False,False,False,False,False,False,False,False,False,78.1
False,False,False,False,False,True,False,False,False,False,27.4
False,False,False,True,False,False,False,False,False,False,274.4
False,False,False,True,False,False,False,False,False,True,184.6
False,False,False,False,False,False,False,False,True,False,51.5
False,False,False,False,False,False,False,False,True,False,36.9
False,False,False,False,False,True,False,False,False,False,157.6
False,False,False,False,False,False,False,False,True,False,75.6
False,False,False,False,False,False,False,True,False,False,60.5
False,False,False,False,False,True,False,False,False,False,163.6
False,False,False,True,False,False,False,False,False,True,369.8
False,False,False,False,False,False,False,True,False,False,56.6
False,False,False,False,False,False,False,False,True,False,24.2
False,False,False,False,False,True,False,False,True,False,87.0
False,False,False,False,False,False,False,False,True,False,75.9
False,False,False,False,False,False,False,False,True,False,90.4
False,False,False,True,False,False,False,False,False,False,29.2
False,False,False,False,False,False,False,False,False,False,65.8
False,False,False,False,False,False,False,False,False,False,96.6
False,False,False,False,False,False,False,False,False,False,213.5
False,False,False,False,True,False,False,False,False,True,187.4
False,False,False,False,False,False,False,False,False,False,158.2
False,False,False,False,False,False,False,False,False,False,4.0
False,False,False,False,False,False,False,False,True,False,52.4
False,False,False,False,False,True,False,True,False,False,110.8
False,False,False,False,False,False,False,False,True,False,63.0
False,False,False,False,False,False,False,False,False,True,57.7
False,False,False,True,False,False,False,False,False,True,225.0
False,False,False,False,False,False,False,False,True,False,74.1
False,False,False,False,False,True,False,False,False,True,72.9
False,False,False,False,False,True,False,False,True,False,48.1
False,False,False,False,False,False,False,False,True,False,67.8
False,False,False,False,False,True,False,False,False,False,18.7
False,False,False,False,True,False,False,True,False,False,323.1
False,False,False,False,False,False,False,True,False,False,124.8
False,False,False,False,False,True,False,False,False,False,146.8
False,False,False,False,False,False,False,False,False,False,118.9
False,False,False,False,False,False,False,False,True,False,88.2
False,False,False,False,False,False,False,False,True,False,89.9
False,False,False,False,False,False,False,False,False,False,39.0
False,False,False,False,False,True,False,True,False,False,85.3
False,False,False,False,False,True,False,True,False,False,19.1
False,False,False,False,False,True,False,False,False,False,52.2
False,False,False,False,False,False,False,False,True,False,79.1
False,False,False,True,False,False,False,False,True,False,59.4
False,False,False,False,False,False,False,False,False,False,43.9
False,False,False,False,False,True,False,False,False,False,142.7
False,False,False,False,False,False,False,True,False,False,1.0
False,False,False,False,False,False,False,False,False,True,392.1
False,False,False,True,False,False,False,False,True,False,60.1
False,False,False,False,False,False,False,False,True,False,48.1
False,False,False,False,False,False,False,False,True,False,81.9
False,False,False,False,False,False,False,False,True,False,136.4
False,False,False,False,False,False,False,False,False,True,49.3
False,False,False,False,False,False,False,False,False,False,117.9
False,False,False,False,False,False,False,False,False,False,4.3
False,False,False,False,False,True,False,False,False,False,38.4
False,False,False,True,False,False,False,True,False,False,256.6
False,False,False,False,False,True,False,False,False,False,32.4
False,False,False,False,False,True,False,False,False,False,150.7
False,False,False,True,False,False,False,False,True,False,274.6
False,False,False,False,False,False,False,False,True,False,67.0
False,False,False,False,False,False,False,False,True,False,48.6
False,False,False,True,False,False,False,False,False,False,273.6
False,False,False,True,False,False,False,False,False,False,108.8
False,False,False,True,False,False,False,False,False,True,441.6
False,False,False,False,False,False,False,True,False,False,102.3
False,False,False,False,False,False,False,False,True,False,4.1
False,False,False,False,False,True,False,False,False,False,114.4
False,False,False,False,False,False,False,False,True,False,87.1
False,False,False,True,False,False,False,True,False,False,57.2
False,False,False,False,False,True,False,False,False,False,52.8
False,False,False,True,False,False,False,False,False,False,319.7
False,False,False,False,False,False,False,False,False,True,330.6
False,False,False,False,True,False,False,True,False,False,129.0
False,False,False,False,False,False,False,False,False,True,439.6
False,False,False,False,True,False,False,False,False,True,248.5
False,False,False,False,False,True,False,False,True,False,101.5
False,False,False,False,False,False,False,False,False,False,185.8
False,False,False,False,False,True,False,False,True,False,49.5
False,False,False,False,False,True,False,False,False,False,371.8
False,False,False,False,False,False,False,False,False,False,10.6
False,False,False,False,False,False,False,True,False,False,65.7
False,False,False,False,False,False,False,False,False,True,61.9
False,False,False,False,False,True,False,False,True,False,20.6
False,False,False,False,False,True,False,False,False,False,84.2
False,False,False,False,False,False,False,False,False,True,109.6
False,False,False,False,False,False,False,False,False,True,216.0
False,False,False,True,False,False,False,False,False,False,134.6
False,False,False,False,True,False,False,False,False,False,382.3
False,False,False,False,False,False,False,False,False,True,177.7
False,False,False,False,False,False,False,False,False,False,155.9
False,False,False,False,False,False,False,False,False,False,31.7
False,False,False,False,False,False,False,False,False,True,147.4
False,False,False,False,False,False,False,False,True,False,96.5
False,False,False,False,False,False,True,False,False,True,19.7
False,False,False,True,False,False,False,False,False,False,165.8
False,False,False,False,False,False,False,False,False,False,98.9
False,False,False,False,False,True,False,False,True,False,185.0
False,False,False,True,False,False,False,False,False,False,688.8
False,False,False,False,False,False,False,True,False,False,33.0
False,False,False,False,True,False,False,True,False,False,106.9
False,False,False,False,False,True,False,False,True,False,96.4
False,False,False,False,False,False,False,True,False,False,20.3
False,False,False,True,False,False,False,False,False,True,314.1
False,False,False,False,False,False,False,True,False,False,148.6
False,False,False,False,False,True,False,False,False,False,154.5
False,False,False,False,False,False,False,False,True,False,142.5
False,False,False,True,False,False,False,True,False,False,76.5
False,False,False,False,True,False,False,False,False,True,30.0
False,False,False,False,False,False,False,False,False,False,3.9
False,False,False,False,False,False,False,False,True,False,111.4
False,False,False,False,False,False,False,False,True,False,75.0
False,False,False,False,False,True,False,False,False,False,1.4
False,False,False,False,False,False,False,False,False,True,149.1
False,False,False,False,False,True,False,False,False,True,185.8
False,False,False,False,False,True,False,False,False,True,263.9
False,False,False,False,False,False,False,False,False,False,163.3
False,False,False,False,False,False,False,False,False,True,198.8
False,False,False,False,False,False,True,False,False,False,218.3
False,False,False,True,False,False,False,False,True,False,290.9
False,False,False,False,False,False,False,True,False,False,48.4
False,False,False,False,False,False,False,False,False,False,108.4
False,False,False,True,False,False,False,False,True,False,172.3
False,False,False,False,False,False,False,False,True,False,131.9
False,False,False,False,False,False,False,False,True,False,191.1
False,False,False,False,True,False,False,False,True,False,144.8
False,False,False,True,False,False,False,False,False,True,190.3
False,False,False,True,False,False,False,False,False,False,220.4
False,False,False,False,False,False,False,False,False,False,8.5
False,False,False,False,False,True,False,False,False,True,34.6
False,False,False,False,False,True,False,False,True,False,74.6
False,False,False,False,False,False,False,False,False,True,52.9
False,False,False,False,False,True,False,False,True,False,37.5
False,False,False,False,False,False,False,False,True,False,4.9
False,False,False,False,False,False,False,False,True,False,91.5
False,False,False,False,False,False,False,False,False,False,127.6
False,False,False,False,False,False,False,True,False,False,96.8
False,False,False,False,False,False,False,False,False,True,287.2
False,False,False,False,False,True,False,False,False,True,214.5
False,False,False,True,False,False,False,True,False,False,176.1
False,False,False,False,False,False,False,True,False,False,117.6
False,False,False,False,False,False,False,True,False,False,70.9
False,False,False,False,False,False,False,True,False,False,136.6
False,False,False,False,False,False,False,False,True,False,55.4
False,False,False,False,True,False,False,False,False,False,224.6
False,False,False,False,False,True,False,False,False,True,71.6
False,False,False,False,False,False,False,False,False,False,137.7
False,False,False,False,False,True,False,False,False,False,52.0
False,False,False,False,False,True,False,False,False,True,50.7
False,False,False,True,False,False,False,True,False,False,316.4
False,False,False,False,False,False,False,False,False,False,37.6
False,False,False,False,False,False,False,False,True,False,32.5
False,False,False,False,False,True,False,False,False,False,11.8
False,False,False,False,False,True,False,False,False,False,22.1
False,False,False,False,False,False,False,False,False,False,200.2
False,False,False,False,False,False,False,False,False,False,17.1
False,False,False,False,True,False,False,True,False,False,69.7
False,False,False,False,False,False,False,False,False,True,453.5
False,False,False,False,False,True,False,False,False,True,321.9
False,False,False,False,True,False,False,False,True,False,296.3
False,False,False,False,False,False,False,False,False,True,180.2
False,False,False,False,False,False,False,False,False,False,110.2
False,False,False,False,False,False,False,False,False,True,79.5
False,False,False,False,False,False,False,False,False,True,92.1
False,False,False,True,False,False,False,False,True,False,132.0
False,False,False,False,False,False,False,False,False,True,1.6
False,False,False,False,False,False,False,False,True,False,49.5
False,False,False,True,False,False,False,False,False,False,375.5
False,False,False,False,False,True,False,False,False,False,21.4
False,False,False,False,False,False,False,True,False,False,31.8
False,False,False,False,False,True,False,True,False,False,69.7
False,False,False,False,False,False,False,False,False,False,123.1
False,False,False,False,False,False,False,False,False,True,436.0
False,False,False,True,False,False,False,False,False,True,413.5
False,False,False,False,False,False,True,False,True,False,262.4
False,False,False,False,False,True,False,False,False,True,93.4
False,False,False,False,False,False,False,False,True,False,84.9
False,False,False,False,False,True,False,True,False,False,55.3
False,False,False,False,False,False,False,False,False,False,33.0
False,False,False,False,False,False,False,True,False,False,120.4
False,False,False,False,False,True,False,False,True,False,2.0
False,False,False,True,False,False,False,True,False,False,211.9
False,False,False,False,False,False,False,False,False,False,64.0
False,False,False,False,False,False,False,False,False,True,11.0
False,False,False,True,False,False,False,False,False,False,124.0
False,False,False,False,False,True,False,False,False,False,172.4
False,False,False,False,False,True,False,False,False,False,312.2
False,False,False,False,False,False,False,False,False,True,25.3
False,False,False,True,False,False,False,False,False,False,257.7
False,False,False,False,False,False,False,False,False,False,125.0
False,False,False,False,False,True,False,False,False,False,3.2
False,False,False,False,True,False,False,True,False,False,141.4
False,False,False,False,False,False,False,False,False,True,121.0
False,False,False,True,False,False,False,False,False,False,227.9
False,False,False,False,False,False,False,False,False,False,44.5
False,False,False,False,False,False,False,False,False,False,112.2
False,False,False,False,False,False,False,False,True,False,28.1
False,False,False,True,False,False,False,False,False,True,78.2
False,False,False,False,False,False,False,False,False,True,164.9
False,False,False,False,False,False,False,False,False,False,26.8
False,False,False,False,False,False,False,False,True,False,31.6
False,False,False,False,False,False,False,False,True,False,98.0
False,False,False,False,False,False,False,False,False,True,43.4
False,False,False,False,False,False,False,False,True,False,113.9
False,False,False,False,False,True,False,False,False,False,73.6
False,False,False,False,False,True,False,False,False,False,116.6
False,False,False,False,False,True,False,False,False,True,207.7
False,False,False,False,False,False,False,False,False,False,102.9
False,False,False,False,True,False,False,False,False,True,217.8
False,False,False,True,False,False,False,False,False,False,279.8
False,False,False,False,False,False,False,False,True,False,43.2
False,False,False,False,False,False,False,False,False,False,81.2
False,False,False,False,False,True,False,False,True,False,141.0
False,False,False,False,False,True,False,False,True,False,100.2
False,False,False,False,False,False,False,False,True,False,111.4
False,False,False,True,False,False,False,False,True,False,383.9
False,False,False,False,False,True,False,True,False,False,25.3
False,False,False,True,False,False,False,False,True,False,77.7
False,False,False,True,False,False,False,False,False,False,265.2
False,False,False,True,False,False,False,False,False,False,273.1
False,False,False,False,False,False,False,True,False,False,22.9
False,False,False,False,False,False,False,False,False,False,506.1
False,False,False,False,False,False,False,False,False,False,133.0
False,False,False,False,False,False,False,False,False,True,203.5
False,False,False,False,False,False,False,False,False,False,28.9
False,False,False,False,False,False,False,False,False,False,51.2
False,False,False,False,False,False,False,False,False,False,18.1
False,False,False,False,False,True,False,False,False,False,18.5
False,False,False,False,False,True,False,False,False,True,87.0
False,False,False,False,False,False,False,False,True,False,66.0
False,False,False,False,False,False,False,False,True,False,48.1
False,False,False,False,False,True,False,False,False,True,235.5
False,False,False,True,False,False,False,False,True,False,263.0
False,False,False,False,False,False,False,False,False,False,4.8
False,False,False,False,False,True,False,False,True,False,37.7
False,False,False,False,False,False,False,False,False,False,59.6
False,False,False,False,False,False,False,True,False,False,131.7
False,False,False,False,False,False,False,True,False,False,39.1
False,False,False,False,False,True,False,False,False,False,95.2
False,False,False,False,False,False,False,False,False,False,41.4
False,False,False,False,False,False,False,True,False,False,60.0
False,False,False,False,False,False,False,False,True,False,18.8
False,False,False,False,False,False,False,False,True,False,73.1
False,False,False,False,False,False,False,False,True,False,49.8
False,False,False,False,False,False,False,False,False,True,322.2
False,False,False,False,False,False,False,False,True,False,116.9
False,False,False,False,False,False,False,True,False,False,99.7
False,False,False,False,False,False,False,True,False,False,2.2
False,False,False,False,False,True,False,False,False,False,70.0
False,False,False,False,False,False,False,False,False,False,77.4
False,False,False,False,False,False,False,False,True,False,75.3
False,False,False,False,False,True,False,False,True,False,87.2
False,False,False,False,False,False,False,False,False,True,204.9
False,False,False,False,False,False,False,False,True,False,62.7
False,False,False,False,False,False,False,True,False,False,120.7
False,False,False,False,False,True,False,False,False,False,299.1
False,False,False,False,False,False,False,False,False,True,255.1
False,False,False,False,False,False,False,False,True,False,7.4
False,False,False,False,False,False,False,False,False,True,295.1
False,False,False,True,False,False,False,False,True,False,275.3
False,False,False,False,False,True,False,True,False,False,130.8
False,False,False,False,False,False,False,False,False,False,120.9
False,False,False,False,False,False,False,False,True,False,58.4
False,False,False,False,False,True,False,False,False,False,50.0
False,False,False,False,False,False,False,False,False,True,198.0
False,False,False,True,False,False,False,False,False,False,143.4
False,False,False,False,False,False,False,True,False,False,86.3
False,False,False,False,False,False,False,True,False,False,97.7
False,False,False,False,False,True,False,False,True,False,77.5
False,False,False,False,False,True,False,True,False,False,59.1
False,False,False,False,False,False,False,True,False,False,5.3
False,False,False,False,False,False,False,False,False,False,33.1
False,False,False,False,False,False,False,False,False,True,169.3
False,False,False,False,False,False,False,False,True,False,110.3
False,False,False,False,False,False,False,False,False,False,14.9
False,False,False,True,False,False,False,False,False,True,226.5
False,False,False,False,True,False,False,False,False,True,179.6
False,False,False,False,False,False,False,False,False,False,12.5
False,False,False,False,False,False,False,True,False,False,7.0
False,False,False,False,False,False,False,False,False,False,61.8
False,False,False,False,False,False,False,False,True,False,113.9
False,False,False,False,False,False,False,False,True,False,32.9
False,False,False,False,False,False,False,False,False,False,176.2
False,False,False,False,False,False,False,False,False,True,39.1
False,False,False,False,False,True,False,False,False,False,77.7
False,False,False,False,False,False,False,False,True,False,78.5
False,False,False,False,False,False,False,False,False,False,112.8
False,False,False,True,False,False,False,False,False,False,4.2
False,False,False,False,False,False,False,False,False,False,66.3
False,False,False,False,False,True,False,True,False,False,186.6
False,False,False,False,False,True,False,False,True,False,67.7
False,False,False,False,False,False,False,True,False,False,152.9
False,False,False,False,False,False,True,False,True,False,323.6
False,False,False,False,False,False,False,False,True,False,133.0
False,False,False,False,False,True,False,False,False,False,29.3
False,False,False,True,False,False,False,False,False,False,131.7
False,False,False,False,False,False,False,False,False,False,26.3
False,False,False,False,False,True,False,False,True,False,76.0
False,False,False,True,False,False,False,False,False,False,248.4
False,False,False,False,True,False,False,False,False,True,79.4
False,False,False,False,False,False,False,True,False,False,28.4
False,False,False,False,False,False,False,False,False,False,30.4
False,False,False,False,False,False,False,False,False,True,213.1
False,False,False,False,False,False,False,False,False,False,99.5
False,False,False,False,False,False,False,True,False,False,136.6
False,False,False,False,False,False,False,False,False,False,64.2
False,False,False,False,False,False,False,False,False,True,216.4
False,False,False,False,False,False,False,True,False,False,78.6
False,False,False,False,False,False,False,False,True,False,33.5
False,False,False,False,False,False,False,False,False,False,27.0
False,False,False,False,False,False,True,True,False,False,157.2
False,False,False,False,False,False,False,True,False,False,16.2
False,False,False,False,False,True,False,True,False,False,44.3
False,False,False,True,False,False,False,False,False,True,282.3
False,False,False,False,False,False,False,False,False,False,29.4
False,False,False,False,False,True,False,True,False,False,45.1
False,False,False,False,False,False,False,False,False,True,416.6
False,False,False,False,False,False,False,True,False,False,76.1
False,False,False,False,False,False,False,False,False,False,450.2
False,False,False,False,False,False,False,True,False,False,60.5
False,False,False,False,False,False,False,False,False,True,250.1
False,False,False,False,False,False,False,False,True,False,4.0
False,False,False,False,False,False,False,False,False,False,77.1
False,False,False,True,False,False,False,False,False,False,280.3
False,False,False,True,False,False,False,False,False,False,83.6
False,False,False,True,False,False,False,False,True,False,195.6
False,False,False,False,False,False,True,True,False,False,23.1
False,False,False,False,False,False,False,False,False,False,28.9
False,False,False,False,False,False,False,False,False,False,84.1
False,False,False,False,False,False,False,True,False,False,110.1
False,False,False,False,True,False,False,False,False,False,334.2
False,False,False,False,False,False,False,False,True,False,127.7
False,False,False,False,False,False,False,False,False,False,56.5
False,False,False,False,False,False,False,False,True,False,74.6
False,False,False,False,False,False,False,False,True,False,4.4
False,False,False,False,False,True,False,True,False,False,78.5
False,False,False,False,False,False,True,True,False,False,291.4
False,False,False,True,False,False,False,False,True,False,37.8
False,False,False,False,False,False,False,False,True,False,119.7
False,False,False,False,False,False,False,False,False,False,20.0
False,False,False,False,False,False,False,False,True,False,58.7
False,False,False,False,False,True,False,True,False,False,101.7
False,False,False,False,False,False,False,False,True,False,58.6
False,False,False,False,False,True,False,False,False,False,8.6
False,False,False,False,False,False,False,False,True,False,157.5
False,False,False,False,False,False,False,False,False,False,183.2
False,False,False,False,False,False,False,False,True,False,3.8
False,False,False,False,False,False,False,False,False,True,145.1
False,False,False,False,False,False,False,False,False,False,160.8
False,False,False,False,False,False,False,True,False,False,53.4
False,False,False,False,False,False,False,False,False,False,88.1
False,False,False,False,False,True,False,True,False,False,41.5
False,False,False,False,False,False,False,False,False,False,128.8
False,False,False,False,False,False,False,False,True,False,113.1
False,False,False,False,False,False,False,True,False,False,133.1
False,False,False,True,False,False,False,True,False,False,137.5
False,False,False,False,False,False,False,False,False,False,31.4
False,False,False,False,False,False,False,False,False,False,15.4
False,False,False,False,False,False,False,True,False,False,93.6
False,False,False,False,False,False,False,False,True,False,87.5
False,False,False,False,False,False,False,False,True,False,44.7
False,False,False,True,False,False,False,True,False,False,182.6
False,False,False,False,False,True,False,False,False,True,142.0
False,False,False,True,False,False,False,True,False,False,62.5
False,False,False,True,False,False,False,False,False,False,177.0
False,False,False,False,False,False,False,False,False,True,225.4
False,False,False,False,False,True,False,True,False,False,147.9
False,False,False,False,False,False,False,False,False,False,86.7
False,False,False,False,False,False,False,False,False,False,68.8
False,False,False,False,False,False,False,True,False,False,97.4
False,False,False,False,False,False,False,False,True,False,57.3
False,False,False,False,False,True,False,False,False,True,54.3
False,False,False,False,False,False,False,False,False,False,39.1
False,False,False,False,False,False,False,False,False,False,62.0
False,False,False,False,False,False,False,False,False,False,27.0
False,False,False,False,False,True,False,False,False,False,386.1
False,False,False,False,False,True,False,False,False,False,36.4
False,False,False,False,False,True,False,True,False,False,45.9
False,False,False,False,False,True,False,False,True,False,74.8
False,False,False,True,False,False,False,False,False,True,311.5
False,False,False,False,False,False,False,False,True,False,77.9
False,False,False,False,False,False,False,True,False,False,77.0
False,False,False,False,False,False,False,False,True,False,115.5
False,False,False,False,False,True,False,False,False,False,44.4
False,False,False,False,False,False,False,False,False,True,414.8
False,False,False,False,False,True,False,False,False,True,254.1
False,False,False,False,False,False,False,True,False,False,44.5
False,False,False,False,False,False,False,False,False,True,14.5
False,False,False,False,False,True,False,True,False,False,142.2
False,False,False,False,False,False,False,False,True,False,53.9
False,False,False,False,False,True,False,False,False,False,85.2
False,False,False,False,False,True,False,False,False,False,30.9
False,False,False,False,False,False,False,False,False,False,6.1
False,False,False,False,False,False,False,True,False,False,14.2
False,False,False,False,False,True,False,False,False,False,94.6
False,False,False,False,False,False,False,True,False,False,18.3
False,False,False,False,False,False,False,False,False,False,441.6
False,False,False,False,False,False,False,True,False,False,128.7
False,False,False,True,False,False,False,False,False,False,167.4
False,False,False,False,False,False,False,False,False,False,46.5
False,False,False,False,False,False,False,False,True,False,44.3
False,False,False,False,False,False,False,True,False,False,28.7
False,False,False,False,False,True,False,False,False,False,92.7
False,False,False,False,False,True,False,False,False,False,33.2
False,False,False,False,False,False,False,True,False,False,5.1
False,False,False,False,False,False,False,False,False,False,60.6
False,False,False,False,False,False,True,True,False,False,477.9
False,False,False,False,False,True,False,False,False,False,78.5
False,False,False,True,False,False,False,True,False,False,102.2
False,False,False,False,False,False,False,False,False,True,305.2
False,False,False,False,False,True,False,False,False,False,132.1
False,False,False,False,False,True,False,False,False,False,23.5
False,False,False,False,False,False,False,False,True,False,44.7
False,False,False,False,False,False,True,False,True,False,33.7
False,False,False,False,False,False,False,True,False,False,40.7
False,False,False,False,False,False,False,False,True,False,18.3
False,False,False,False,False,False,False,False,True,False,126.2
False,False,False,True,False,False,False,False,True,False,8.7
False,False,False,False,False,False,False,False,False,True,56.5
False,False,False,False,False,True,False,False,True,False,43.3
False,False,False,False,False,False,False,False,False,False,101.1
False,False,False,False,False,False,True,False,False,False,193.6
False,False,False,False,False,False,False,False,True,False,19.7
False,False,False,False,False,False,False,True,False,False,94.3
False,False,False,True,False,False,False,False,True,False,147.8
False,False,False,False,True,False,False,False,False,False,209.8
False,False,False,False,False,False,False,False,True,False,53.9
False,False,False,False,False,True,False,False,False,False,386.7
False,False,False,False,False,False,False,False,False,False,47.3
False,False,False,False,False,False,False,True,False,False,90.5
False,False,False,True,False,False,False,False,False,False,195.7
False,False,False,False,False,False,False,False,False,True,157.3
False,False,False,False,False,False,False,False,True,False,77.7
False,False,False,False,False,False,False,False,True,False,106.2
False,False,False,False,False,False,False,False,False,False,183.0
False,False,False,False,False,False,False,False,False,True,10.6
False,False,False,False,False,True,False,False,False,False,11.6
False,False,False,False,False,False,False,False,False,False,45.4
False,False,False,False,False,True,False,False,False,False,231.6
False,False,False,False,False,False,True,False,False,False,174.9
False,False,False,False,False,True,False,False,False,False,91.4
False,False,False,False,False,True,False,False,False,False,95.8
False,False,False,False,False,False,False,False,False,False,93.8
False,False,False,False,False,False,False,False,False,True,211.3
False,False,False,False,False,False,False,True,False,False,101.6
False,False,False,False,False,False,False,False,False,False,1.1
False,False,False,False,False,False,False,True,False,False,7.9
False,False,False,False,False,False,False,False,True,False,38.4
False,False,False,False,False,False,False,True,False,False,23.8
False,False,False,False,False,False,False,False,False,False,64.0
False,False,False,False,False,True,False,False,True,False,96.2
False,False,False,False,False,False,False,False,False,True,51.9
False,False,False,False,False,False,False,False,False,True,102.2
False,False,False,False,False,True,False,False,True,False,118.3
False,False,False,True,False,False,False,False,False,True,333.6
False,False,False,False,False,True,False,True,False,False,19.8
False,False,False,True,False,False,False,False,True,False,243.2
False,False,False,False,False,True,False,False,False,False,150.2
False,False,False,False,False,False,True,False,False,True,348.6
False,False,False,False,False,True,False,False,False,False,95.3
False,False,False,False,False,False,False,False,False,False,84.7
False,False,False,False,False,True,False,False,False,False,375.2
False,False,False,False,False,False,False,True,False,False,83.0
False,False,False,False,False,False,False,False,False,False,27.8
False,False,False,False,False,False,False,True,False,False,14.0
False,False,False,False,False,True,False,False,False,True,362.4
False,False,False,False,False,True,False,False,True,False,14.3
False,False,False,False,False,False,True,False,False,False,123.2
